  Num,     Heure,          Camion,          Contrat,       Formule, Tank Bit,   Poids Agrégat 1,   Poids Agrégat 2,   Poids Agrégat 3,   Poids Agrégat 4,   Poids Agrégat 5,   Poids Agrégat 6,Poids Filler    Apport,   Poids Agg Total,   Poids      Bitume,   Poids      Dope 1,   Poids       Total,     % Agrégat 1,     % Agrégat 2,     % Agrégat 3,     % Agrégat 4,     % Agrégat 5,     % Agrégat 6,  % Filler    Apport,     %         Bitume,     %         Dope 1,   Temp.     Bitume,   Temp.    Enrobés,Durée malax.     humide,   Durée      Cycle,    Silo     Stockage
33,7:54:22 AM,longeuil,"",2007,3,1426,825,0,0,0,0,105.8,2356,137.9,0.0,2494,60.52,34.99,0.00,0.00,0.00,0.00,4.49,5.53,0.00,0,149,30,57,0
34,7:55:18 AM,longeuil,"",2007,3,1265,984,0,0,0,0,114.7,2364,137.5,0.0,2501,53.50,41.64,0.00,0.00,0.00,0.00,4.85,5.50,0.00,0,149,30,57,0
35,7:57:11 AM,sol montreal,"",2006,3,1036,1127,0,0,0,0,116.0,2279,124.5,0.0,2403,45.46,49.44,0.00,0.00,0.00,0.00,5.09,5.18,0.00,0,149,30,113,0
36,7:58:08 AM,sol montreal,"",2006,3,1057,1089,0,0,0,0,94.5,2241,123.6,0.0,2365,47.18,48.60,0.00,0.00,0.00,0.00,4.22,5.23,0.00,0,150,30,57,0
37,7:59:04 AM,sol montreal,"",2006,3,1115,1046,0,0,0,0,95.2,2257,123.0,0.0,2380,49.42,46.36,0.00,0.00,0.00,0.00,4.22,5.17,0.00,0,154,30,56,0
38,8:00:01 AM,sol montreal,"",2006,3,1118,1025,0,0,0,0,99.9,2243,123.4,0.0,2367,49.84,45.70,0.00,0.00,0.00,0.00,4.45,5.22,0.00,0,157,30,56,0
39,8:00:57 AM,sol montreal,"",2006,3,1152,999,0,0,0,0,97.3,2248,123.4,0.0,2372,51.23,44.44,0.00,0.00,0.00,0.00,4.33,5.20,0.00,0,158,30,56,0
40,8:01:53 AM,sol montreal,"",2006,3,1144,1003,0,0,0,0,99.0,2247,123.1,0.0,2370,50.94,44.66,0.00,0.00,0.00,0.00,4.41,5.19,0.00,0,159,30,56,0
41,8:02:49 AM,sol montreal,"",2006,3,1139,1005,0,0,0,0,101.9,2246,123.5,0.0,2369,50.73,44.73,0.00,0.00,0.00,0.00,4.54,5.21,0.00,0,157,30,56,0
42,8:03:47 AM,sol montreal,"",2006,3,1137,1010,0,0,0,0,101.0,2248,123.4,0.0,2371,50.57,44.94,0.00,0.00,0.00,0.00,4.49,5.20,0.00,0,158,30,56,0
43,8:06:35 AM,brodeur,"",2010,3,1195,1104,0,0,0,0,80.7,2380,135.2,0.0,2515,50.23,46.38,0.00,0.00,0.00,0.00,3.39,5.37,0.00,0,158,30,77,0
44,8:07:31 AM,brodeur,"",2010,3,1165,1120,0,0,0,0,87.5,2372,134.8,0.0,2506,49.10,47.21,0.00,0.00,0.00,0.00,3.69,5.38,0.00,0,158,30,56,0
45,8:08:28 AM,brodeur,"",2010,3,1173,1107,0,0,0,0,82.7,2362,134.7,0.0,2497,49.65,46.85,0.00,0.00,0.00,0.00,3.50,5.39,0.00,0,155,30,57,0
46,8:09:24 AM,brodeur,"",2010,3,1171,1108,0,0,0,0,79.0,2358,135.8,0.0,2494,49.65,47.00,0.00,0.00,0.00,0.00,3.35,5.44,0.00,0,154,30,56,0
47,8:10:20 AM,brodeur,"",2010,3,1176,1108,0,0,0,0,82.5,2366,135.2,0.0,2502,49.69,46.82,0.00,0.00,0.00,0.00,3.48,5.40,0.00,0,150,30,56,0
48,8:11:17 AM,brodeur,"",2010,3,1165,1110,0,0,0,0,82.5,2357,135.2,0.0,2492,49.41,47.09,0.00,0.00,0.00,0.00,3.50,5.43,0.00,0,146,30,57,0
49,8:12:13 AM,brodeur,"",2010,3,1172,1115,0,0,0,0,80.9,2367,134.8,0.0,2502,49.49,47.09,0.00,0.00,0.00,0.00,3.42,5.39,0.00,0,144,30,56,0
50,8:13:09 AM,brodeur,"",2010,3,1161,1119,0,0,0,0,80.7,2361,135.6,0.0,2496,49.18,47.40,0.00,0.00,0.00,0.00,3.42,5.43,0.00,0,142,30,56,0
51,8:14:34 AM,djl,"",3010,3,1158,1126,0,0,0,0,83.4,2367,136.2,0.5,2504,48.93,47.55,0.00,0.00,0.00,0.00,3.52,5.44,0.40,0,143,30,85,0
52,8:15:31 AM,djl,"",3010,3,1185,1100,0,0,0,0,85.0,2370,134.9,0.5,2505,50.01,46.40,0.00,0.00,0.00,0.00,3.59,5.39,0.41,0,144,32,57,0
53,8:16:33 AM,djl,"",3009,3,1370,823,0,0,0,0,92.7,2286,135.3,0.5,2421,59.95,35.99,0.00,0.00,0.00,0.00,4.06,5.59,0.39,0,148,32,62,0
54,8:17:32 AM,djl,"",3009,3,1390,819,0,0,0,0,92.5,2302,135.3,0.5,2438,60.39,35.59,0.00,0.00,0.00,0.00,4.02,5.55,0.40,0,146,32,58,0
55,8:18:30 AM,djl,"",3009,3,1377,823,0,0,0,0,91.4,2292,134.5,0.5,2427,60.09,35.93,0.00,0.00,0.00,0.00,3.99,5.54,0.41,0,149,32,58,0
56,8:19:28 AM,djl,"",3009,3,1349,822,0,0,0,0,91.7,2262,134.8,0.5,2397,59.62,36.33,0.00,0.00,0.00,0.00,4.05,5.62,0.39,0,156,32,58,0
57,8:20:26 AM,djl,"",3009,3,1381,816,0,0,0,0,90.1,2287,134.8,0.5,2422,60.38,35.68,0.00,0.00,0.00,0.00,3.94,5.57,0.41,0,160,32,58,0
58,8:21:25 AM,djl,"",3009,3,1366,822,0,0,0,0,90.9,2279,135.2,0.5,2415,59.95,36.06,0.00,0.00,0.00,0.00,3.99,5.60,0.40,0,159,32,58,0
59,8:22:40 AM,djl,"",3009,3,1385,826,0,0,0,0,90.9,2302,136.5,0.5,2439,60.18,35.87,0.00,0.00,0.00,0.00,3.95,5.60,0.40,0,160,32,75,0
60,8:23:38 AM,djl,"",3009,3,1372,821,0,0,0,0,91.6,2285,136.8,0.5,2423,60.05,35.95,0.00,0.00,0.00,0.00,4.01,5.65,0.40,0,159,32,58,0
61,8:24:36 AM,djl,"",3009,3,1372,831,0,0,0,0,101.4,2305,136.2,0.5,2442,59.53,36.07,0.00,0.00,0.00,0.00,4.40,5.58,0.40,0,158,32,58,0
62,8:25:34 AM,djl,"",3009,3,1388,827,0,0,0,0,90.1,2306,136.4,0.5,2442,60.22,35.87,0.00,0.00,0.00,0.00,3.91,5.59,0.40,0,155,32,58,0
63,8:26:33 AM,djl,"",3009,3,1373,832,0,0,0,0,88.6,2293,136.6,0.5,2431,59.86,36.28,0.00,0.00,0.00,0.00,3.86,5.62,0.40,0,153,32,58,0
64,8:27:32 AM,djl,"",3009,3,1382,830,0,0,0,0,91.4,2303,136.9,0.5,2440,60.00,36.03,0.00,0.00,0.00,0.00,3.97,5.61,0.40,0,149,32,58,0
65,8:28:30 AM,djl,"",3009,3,1375,836,0,0,0,0,91.8,2303,136.4,0.5,2440,59.71,36.31,0.00,0.00,0.00,0.00,3.99,5.59,0.40,0,147,32,58,0
66,8:29:28 AM,djl,"",3009,3,1369,837,0,0,0,0,91.4,2297,136.6,0.5,2434,59.58,36.44,0.00,0.00,0.00,0.00,3.98,5.61,0.40,0,146,30,58,0
67,8:30:55 AM,djl,"",2002,3,1766,269,0,0,0,0,84.7,2120,131.2,0.0,2251,83.30,12.71,0.00,0.00,0.00,0.00,4.00,5.83,0.00,0,143,30,87,0
68,8:31:51 AM,djl,"",2002,3,1780,254,0,0,0,0,85.6,2120,130.9,0.0,2250,83.97,11.99,0.00,0.00,0.00,0.00,4.04,5.81,0.00,0,144,30,56,0
69,8:32:47 AM,djl,"",2002,3,1795,247,0,0,0,0,86.3,2128,130.0,0.0,2258,84.34,11.60,0.00,0.00,0.00,0.00,4.06,5.76,0.00,0,147,30,56,0
70,8:33:43 AM,djl,"",2002,3,1788,247,0,0,0,0,97.7,2133,130.2,0.0,2263,83.84,11.58,0.00,0.00,0.00,0.00,4.58,5.75,0.00,0,150,30,56,0
71,8:35:15 AM,stbruno,"",2007,3,1524,869,0,0,0,0,110.4,2504,146.5,0.0,2650,60.87,34.72,0.00,0.00,0.00,0.00,4.41,5.53,0.00,0,154,30,92,0
72,8:36:11 AM,stbruno,"",2007,3,1543,864,0,0,0,0,109.4,2516,146.8,0.0,2663,61.32,34.33,0.00,0.00,0.00,0.00,4.35,5.51,0.00,0,154,30,57,0
73,8:37:08 AM,stbruno,"",2007,3,1539,872,0,0,0,0,112.4,2523,146.5,0.0,2670,61.00,34.54,0.00,0.00,0.00,0.00,4.45,5.49,0.00,0,157,30,57,0
74,8:38:13 AM,sthilaire,"",2007,3,1528,879,0,0,0,0,112.1,2520,146.5,0.0,2666,60.65,34.90,0.00,0.00,0.00,0.00,4.45,5.50,0.00,0,159,30,66,0
75,8:39:11 AM,sthilaire,"",2007,3,1542,865,0,0,0,0,112.1,2520,147.0,0.0,2667,61.20,34.35,0.00,0.00,0.00,0.00,4.45,5.51,0.00,0,163,30,57,0
76,8:40:07 AM,sthilaire,"",2007,3,1546,861,0,0,0,0,112.7,2520,146.8,0.0,2667,61.35,34.18,0.00,0.00,0.00,0.00,4.47,5.51,0.00,0,163,30,57,0
77,8:41:59 AM,mtq,"",2007,3,1160,659,0,0,0,0,82.3,1902,109.3,0.0,2011,61.02,34.65,0.00,0.00,0.00,0.00,4.33,5.43,0.00,0,157,30,74,0
78,10:40:08 AM,djl,"",3009,3,1366,840,0,0,0,0,74.9,2280,140.2,0.5,2421,59.90,36.82,0.00,0.00,0.00,0.00,3.28,5.79,0.39,0,144,32,85,0
79,10:41:07 AM,djl,"",3009,3,1395,824,0,0,0,0,77.1,2296,138.5,0.5,2436,60.75,35.89,0.00,0.00,0.00,0.00,3.36,5.69,0.39,0,151,32,59,0
80,10:42:05 AM,djl,"",3009,3,1399,828,0,0,0,0,79.1,2306,136.8,0.5,2444,60.68,35.89,0.00,0.00,0.00,0.00,3.43,5.60,0.40,0,144,32,59,0
81,10:43:04 AM,djl,"",3009,3,1410,818,0,0,0,0,80.1,2308,136.0,0.5,2444,61.08,35.45,0.00,0.00,0.00,0.00,3.47,5.57,0.40,0,145,32,58,0
82,10:44:02 AM,djl,"",3009,3,1383,839,0,0,0,0,83.4,2305,136.3,0.5,2442,60.00,36.38,0.00,0.00,0.00,0.00,3.62,5.58,0.40,0,143,32,58,0
83,10:45:00 AM,djl,"",3009,3,1387,828,0,0,0,0,81.3,2296,135.4,0.5,2432,60.41,36.05,0.00,0.00,0.00,0.00,3.54,5.57,0.40,0,139,32,59,0
84,10:46:00 AM,djl,"",3009,3,1388,831,0,0,0,0,81.7,2300,135.9,0.5,2437,60.33,36.11,0.00,0.00,0.00,0.00,3.55,5.58,0.40,0,138,32,58,0
85,10:46:58 AM,djl,"",3009,3,1377,830,0,0,0,0,82.4,2289,136.8,0.5,2427,60.16,36.25,0.00,0.00,0.00,0.00,3.60,5.64,0.40,0,143,32,58,0
86,10:48:55 AM,stjulie,"",2008,3,2087,147,0,0,0,0,104.2,2339,157.3,0.0,2496,89.25,6.30,0.00,0.00,0.00,0.00,4.45,6.30,0.00,0,141,32,94,0
87,10:49:54 AM,stjulie,"",2008,3,2123,123,0,0,0,0,107.3,2353,158.1,0.0,2511,90.22,5.22,0.00,0.00,0.00,0.00,4.56,6.30,0.00,0,147,31,58,0
88,10:51:21 AM,benvas,"",2005,3,1087,698,429,0,0,0,81.7,2296,115.0,0.0,2411,47.35,30.42,18.67,0.00,0.00,0.00,3.56,4.77,0.00,0,144,31,88,0
89,10:52:18 AM,benvas,"",2005,3,1103,703,406,0,0,0,79.5,2291,114.0,0.0,2406,48.15,30.69,17.70,0.00,0.00,0.00,3.47,4.74,0.00,0,150,31,58,0
90,10:53:16 AM,benvas,"",2005,3,1071,724,408,0,0,0,78.5,2282,115.2,0.0,2398,46.94,31.74,17.88,0.00,0.00,0.00,3.44,4.80,0.00,0,151,31,58,0
91,10:54:14 AM,benvas,"",2005,3,1086,714,407,0,0,0,79.2,2286,115.8,0.0,2401,47.50,31.25,17.79,0.00,0.00,0.00,3.47,4.82,0.00,0,159,31,58,0
92,10:55:11 AM,benvas,"",2005,3,1094,709,408,0,0,0,78.2,2289,114.8,0.0,2404,47.80,30.98,17.81,0.00,0.00,0.00,3.42,4.78,0.00,0,158,31,58,0
93,11:00:06 AM,brodeur,"",2010,3,1199,1148,0,0,0,0,82.7,2429,139.4,0.0,2568,49.34,47.25,0.00,0.00,0.00,0.00,3.40,5.43,0.00,0,156,30,86,0
94,11:01:03 AM,brodeur,"",2010,3,1202,1130,0,0,0,0,85.5,2418,138.8,0.0,2556,49.71,46.76,0.00,0.00,0.00,0.00,3.54,5.43,0.00,0,151,30,57,0
95,11:01:59 AM,brodeur,"",2010,3,1206,1139,0,0,0,0,87.5,2433,138.4,0.0,2571,49.58,46.83,0.00,0.00,0.00,0.00,3.60,5.39,0.00,0,142,30,57,0
96,11:02:56 AM,brodeur,"",2010,3,1192,1146,0,0,0,0,87.6,2426,138.6,0.0,2564,49.13,47.26,0.00,0.00,0.00,0.00,3.61,5.40,0.00,0,140,30,57,0
97,11:03:52 AM,brodeur,"",2010,3,1216,1131,0,0,0,0,86.2,2433,138.3,0.0,2572,49.96,46.50,0.00,0.00,0.00,0.00,3.54,5.38,0.00,0,141,30,57,0
98,11:04:49 AM,brodeur,"",2010,3,1208,1142,0,0,0,0,84.1,2434,138.9,0.0,2573,49.63,46.92,0.00,0.00,0.00,0.00,3.46,5.40,0.00,0,140,30,57,0
99,11:05:45 AM,brodeur,"",2010,3,1204,1148,0,0,0,0,82.7,2435,138.7,0.0,2574,49.46,47.15,0.00,0.00,0.00,0.00,3.39,5.39,0.00,0,138,30,57,0
100,11:16:10 AM,brodeur,"",2010,0,1201,1148,0,0,0,0,84.5,2433,139.4,0.0,2573,49.35,47.18,0.00,0.00,0.00,0.00,3.47,5.42,0.00,0,138,30,79,0
101,11:17:06 AM,brodeur,"",2010,0,1196,1146,0,0,0,0,84.4,2427,140.0,0.0,2567,49.29,47.23,0.00,0.00,0.00,0.00,3.48,5.45,0.00,0,137,30,57,0
102,11:18:03 AM,brodeur,"",2010,0,1214,1142,0,0,0,0,84.7,2441,138.8,0.0,2579,49.72,46.81,0.00,0.00,0.00,0.00,3.47,5.38,0.00,0,142,30,57,0
103,11:18:59 AM,brodeur,"",2010,0,1210,1137,0,0,0,0,85.2,2432,138.6,0.0,2570,49.76,46.74,0.00,0.00,0.00,0.00,3.50,5.39,0.00,0,143,30,57,0
104,11:19:56 AM,brodeur,"",2010,0,1206,1137,0,0,0,0,85.5,2428,137.8,0.0,2566,49.65,46.82,0.00,0.00,0.00,0.00,3.52,5.37,0.00,0,140,30,57,0
105,11:20:53 AM,brodeur,"",2010,0,1198,1148,0,0,0,0,88.5,2435,139.2,0.0,2574,49.21,47.16,0.00,0.00,0.00,0.00,3.63,5.41,0.00,0,138,30,57,0
106,11:21:50 AM,brodeur,"",2010,0,1215,1138,0,0,0,0,83.6,2437,141.1,0.0,2578,49.88,46.70,0.00,0.00,0.00,0.00,3.43,5.47,0.00,0,140,30,57,0
107,11:36:20 AM,stbruno,"",2008,3,1302,64,0,0,0,0,61.7,1427,95.5,0.0,1523,91.18,4.49,0.00,0.00,0.00,0.00,4.32,6.27,0.00,0,134,32,84,0
108,11:37:18 AM,stbruno,"",2008,3,1269,86,0,0,0,0,63.2,1418,94.0,0.0,1512,89.50,6.04,0.00,0.00,0.00,0.00,4.46,6.22,0.00,0,133,32,58,0
109,11:49:30 AM,client,"",2005,3,1108,746,433,0,0,0,82.2,2369,120.8,0.0,2490,46.77,31.48,18.28,0.00,0.00,0.00,3.47,4.85,0.00,0,140,31,92,0
110,11:50:28 AM,client,"",2005,3,1114,750,432,0,0,0,83.6,2379,119.6,0.0,2499,46.80,31.54,18.14,0.00,0.00,0.00,3.51,4.79,0.00,0,136,31,58,0
111,12:04:16 PM,longeuil,"",2007,3,905,464,0,0,0,0,63.1,1432,83.0,0.0,1515,63.18,32.42,0.00,0.00,0.00,0.00,4.40,5.48,0.00,0,122,30,74,0
112,12:11:41 PM,longeuil,"",2007,3,862,497,0,0,0,0,63.5,1423,81.2,0.0,1504,60.59,34.95,0.00,0.00,0.00,0.00,4.46,5.40,0.00,0,138,30,444,0
113,1:21:42 PM,djl,"",3009,3,1363,839,0,0,0,0,80.3,2282,136.8,0.5,2419,59.72,36.76,0.00,0.00,0.00,0.00,3.52,5.66,0.40,0,149,32,87,0
114,1:22:41 PM,djl,"",3009,3,1395,820,0,0,0,0,79.4,2294,138.1,0.5,2433,60.81,35.73,0.00,0.00,0.00,0.00,3.46,5.68,0.40,0,149,32,59,0
115,1:23:39 PM,djl,"",3009,3,1413,819,0,0,0,0,80.0,2312,135.9,0.5,2449,61.11,35.44,0.00,0.00,0.00,0.00,3.46,5.55,0.40,0,148,32,59,0
116,1:24:37 PM,djl,"",3009,3,1396,825,0,0,0,0,81.1,2302,136.4,0.5,2439,60.63,35.85,0.00,0.00,0.00,0.00,3.52,5.59,0.40,0,147,32,58,0
117,1:25:36 PM,djl,"",3009,3,1393,827,0,0,0,0,80.3,2300,136.0,0.5,2437,60.54,35.97,0.00,0.00,0.00,0.00,3.49,5.58,0.40,0,145,32,58,0
118,1:26:34 PM,djl,"",3009,3,1406,824,0,0,0,0,83.2,2313,136.0,0.5,2450,60.78,35.62,0.00,0.00,0.00,0.00,3.60,5.55,0.39,0,147,32,58,0
119,1:27:32 PM,djl,"",3009,3,1379,834,0,0,0,0,84.1,2297,136.0,0.5,2434,60.03,36.31,0.00,0.00,0.00,0.00,3.66,5.59,0.40,0,147,32,58,0
120,1:28:32 PM,djl,"",3009,3,1377,829,0,0,0,0,81.9,2289,136.0,0.5,2425,60.18,36.24,0.00,0.00,0.00,0.00,3.58,5.61,0.40,0,145,32,58,0
121,1:31:23 PM,client,"",2006,3,1274,1132,0,0,0,0,112.6,2518,138.2,0.0,2656,50.58,44.95,0.00,0.00,0.00,0.00,4.47,5.20,0.00,0,142,30,82,0
122,1:32:20 PM,client,"",2006,3,1290,1125,0,0,0,0,114.2,2529,138.3,0.0,2667,50.99,44.49,0.00,0.00,0.00,0.00,4.52,5.19,0.00,0,144,30,57,0
123,1:33:17 PM,client,"",2006,3,1290,1125,0,0,0,0,115.4,2530,138.1,0.0,2668,50.99,44.45,0.00,0.00,0.00,0.00,4.56,5.17,0.00,0,148,30,57,0
124,1:42:34 PM,brodeur,"",2000,3,1800,418,0,0,0,0,65.5,2283,139.5,0.0,2423,78.83,18.30,0.00,0.00,0.00,0.00,2.87,5.76,0.00,0,147,32,81,0
125,1:43:32 PM,brodeur,"",2000,3,1795,409,0,0,0,0,66.1,2270,139.4,0.0,2409,79.09,18.00,0.00,0.00,0.00,0.00,2.91,5.79,0.00,0,152,32,58,0
126,1:44:31 PM,brodeur,"",2000,3,1795,393,0,0,0,0,66.5,2255,139.4,0.0,2394,79.61,17.44,0.00,0.00,0.00,0.00,2.95,5.82,0.00,0,146,32,58,0
127,1:45:29 PM,brodeur,"",2000,3,1794,392,0,0,0,0,70.6,2257,139.5,0.0,2396,79.49,17.38,0.00,0.00,0.00,0.00,3.13,5.82,0.00,0,147,32,58,0
128,1:46:27 PM,brodeur,"",2000,3,1796,395,0,0,0,0,68.1,2259,139.3,0.0,2398,79.51,17.48,0.00,0.00,0.00,0.00,3.01,5.81,0.00,0,155,32,58,0
129,1:51:43 PM,benvas,"",2006,3,1133,996,0,0,0,0,103.2,2233,124.0,0.0,2357,50.75,44.63,0.00,0.00,0.00,0.00,4.62,5.26,0.00,0,154,30,80,0
130,1:52:40 PM,benvas,"",2006,3,1157,998,0,0,0,0,101.5,2257,123.4,0.0,2380,51.28,44.23,0.00,0.00,0.00,0.00,4.50,5.19,0.00,0,157,30,56,0
131,1:53:36 PM,benvas,"",2006,3,1151,1000,0,0,0,0,122.0,2273,123.4,0.0,2397,50.63,44.00,0.00,0.00,0.00,0.00,5.37,5.15,0.00,0,155,30,56,0
132,1:54:32 PM,benvas,"",2006,3,1152,1005,0,0,0,0,114.2,2271,122.9,0.0,2394,50.73,44.24,0.00,0.00,0.00,0.00,5.03,5.13,0.00,0,155,30,56,0
133,1:55:28 PM,benvas,"",2006,3,1168,990,0,0,0,0,89.4,2247,123.3,0.0,2371,51.98,44.04,0.00,0.00,0.00,0.00,3.98,5.20,0.00,0,156,30,56,0
134,1:56:25 PM,benvas,"",2006,3,1142,1007,0,0,0,0,91.1,2239,123.3,0.0,2363,50.98,44.95,0.00,0.00,0.00,0.00,4.07,5.22,0.00,0,157,30,56,0
