  Num,     Heure,          Camion,          Contrat,       Formule, Tank Bit,   Poids Agrégat 1,   Poids Agrégat 2,   Poids Agrégat 3,   Poids Agrégat 4,   Poids Agrégat 5,   Poids Agrégat 6,Poids Filler    Apport,   Poids Agg Total,   Poids      Bitume,   Poids      Dope 1,   Poids       Total,     % Agrégat 1,     % Agrégat 2,     % Agrégat 3,     % Agrégat 4,     % Agrégat 5,     % Agrégat 6,  % Filler    Apport,     %         Bitume,     %         Dope 1,   Temp.     Bitume,   Temp.    Enrobés,Durée malax.     humide,   Durée      Cycle,    Silo     Stockage
135,1:57:21 PM,benvas,"",2006,3,1151,995,0,0,0,0,95.4,2242,123.2,0.0,2365,51.34,44.40,0.00,0.00,0.00,0.00,4.26,5.21,0.00,0,157,30,56,0
136,1:58:17 PM,benvas,"",2006,3,1135,1006,0,0,0,0,96.4,2238,123.4,0.0,2361,50.74,44.96,0.00,0.00,0.00,0.00,4.31,5.23,0.00,0,157,32,56,0
137,2:00:10 PM,stjulie,"",2008,3,1680,129,0,0,0,0,80.2,1889,125.3,0.0,2014,88.93,6.82,0.00,0.00,0.00,0.00,4.24,6.22,0.00,0,153,30,112,0
138,2:01:58 PM,summum,"",2006,3,1202,1053,0,0,0,0,104.8,2360,131.4,0.0,2491,50.93,44.63,0.00,0.00,0.00,0.00,4.44,5.27,0.00,0,154,30,90,0
139,2:02:55 PM,summum,"",2006,3,1194,1064,0,0,0,0,110.2,2368,130.2,0.0,2498,50.43,44.91,0.00,0.00,0.00,0.00,4.65,5.21,0.00,0,155,30,57,0
140,2:04:07 PM,summum,"",2006,3,1205,1056,0,0,0,0,131.3,2392,129.9,0.0,2522,50.38,44.14,0.00,0.00,0.00,0.00,5.49,5.15,0.00,0,153,30,72,0
141,2:05:04 PM,summum,"",2006,3,1209,1057,0,0,0,0,98.7,2364,129.5,0.0,2494,51.12,44.70,0.00,0.00,0.00,0.00,4.18,5.19,0.00,0,154,30,57,0
142,2:06:00 PM,summum,"",2006,3,1219,1046,0,0,0,0,101.3,2366,130.5,0.0,2497,51.51,44.20,0.00,0.00,0.00,0.00,4.28,5.23,0.00,0,154,30,57,0
143,2:06:56 PM,summum,"",2006,3,1207,1055,0,0,0,0,104.6,2366,129.5,0.0,2496,51.00,44.58,0.00,0.00,0.00,0.00,4.42,5.19,0.00,0,156,30,57,0
144,2:07:53 PM,summum,"",2006,3,1212,1053,0,0,0,0,104.4,2370,129.9,0.0,2499,51.15,44.45,0.00,0.00,0.00,0.00,4.41,5.20,0.00,0,156,30,57,0
145,2:08:49 PM,summum,"",2006,3,1217,1051,0,0,0,0,105.4,2373,129.6,0.0,2503,51.29,44.27,0.00,0.00,0.00,0.00,4.44,5.18,0.00,0,153,30,57,0
146,2:10:58 PM,benvas,"",2006,3,1191,1075,0,0,0,0,105.8,2372,129.6,0.0,2502,50.22,45.32,0.00,0.00,0.00,0.00,4.46,5.18,0.00,0,154,30,78,0
147,2:11:55 PM,benvas,"",2006,3,1201,1056,0,0,0,0,105.9,2363,129.9,0.0,2493,50.82,44.70,0.00,0.00,0.00,0.00,4.48,5.21,0.00,0,155,30,57,0
148,2:12:51 PM,benvas,"",2006,3,1221,1043,0,0,0,0,126.2,2389,130.1,0.0,2520,51.09,43.63,0.00,0.00,0.00,0.00,5.28,5.16,0.00,0,153,30,57,0
149,2:13:48 PM,benvas,"",2006,3,1213,1056,0,0,0,0,114.1,2383,130.2,0.0,2513,50.90,44.31,0.00,0.00,0.00,0.00,4.79,5.18,0.00,0,152,30,57,0
150,2:14:45 PM,benvas,"",2006,3,1197,1058,0,0,0,0,95.9,2351,130.1,0.0,2481,50.91,45.01,0.00,0.00,0.00,0.00,4.08,5.24,0.00,0,153,30,57,0
151,2:15:42 PM,benvas,"",2006,3,1212,1049,0,0,0,0,100.2,2362,130.1,0.0,2492,51.33,44.43,0.00,0.00,0.00,0.00,4.24,5.22,0.00,0,156,30,57,0
152,2:21:57 PM,sol montreal,"",2006,3,1156,1004,0,0,0,0,95.9,2256,124.8,0.0,2380,51.25,44.49,0.00,0.00,0.00,0.00,4.25,5.24,0.00,0,151,30,90,0
153,2:22:53 PM,sol montreal,"",2006,3,1138,1008,0,0,0,0,96.2,2242,123.4,0.0,2365,50.74,44.97,0.00,0.00,0.00,0.00,4.29,5.22,0.00,0,154,30,56,0
154,2:23:50 PM,sol montreal,"",2006,3,1161,996,0,0,0,0,100.1,2258,123.3,0.0,2381,51.44,44.13,0.00,0.00,0.00,0.00,4.43,5.18,0.00,0,154,30,56,0
155,2:24:46 PM,sol montreal,"",2006,3,1162,989,0,0,0,0,100.7,2252,123.4,0.0,2376,51.61,43.92,0.00,0.00,0.00,0.00,4.47,5.19,0.00,0,153,30,56,0
156,2:25:42 PM,sol montreal,"",2006,3,1344,814,0,0,0,0,100.6,2258,123.0,0.0,2381,59.49,36.06,0.00,0.00,0.00,0.00,4.45,5.17,0.00,0,145,30,56,0
157,2:26:44 PM,sol montreal,"",2006,3,1272,875,0,0,0,0,103.1,2251,123.0,0.0,2374,56.53,38.90,0.00,0.00,0.00,0.00,4.58,5.18,0.00,0,157,30,61,0
158,2:29:52 PM,sol montreal,"",2006,3,1214,936,0,0,0,0,110.7,2261,123.3,0.0,2384,53.70,41.41,0.00,0.00,0.00,0.00,4.90,5.17,0.00,0,164,30,188,0
159,2:30:49 PM,sol montreal,"",2006,3,1204,961,0,0,0,0,99.0,2264,123.3,0.0,2387,53.19,42.44,0.00,0.00,0.00,0.00,4.37,5.17,0.00,0,170,30,57,0
160,2:33:19 PM,benvas,"",2006,3,1057,1207,0,0,0,0,103.7,2367,130.4,0.0,2498,44.64,50.98,0.00,0.00,0.00,0.00,4.38,5.22,0.00,0,150,30,81,0
161,2:34:15 PM,benvas,"",2006,3,1090,1178,0,0,0,0,106.6,2375,130.4,0.0,2505,45.88,49.63,0.00,0.00,0.00,0.00,4.49,5.21,0.00,0,143,30,57,0
162,2:35:12 PM,benvas,"",2006,3,1134,1131,0,0,0,0,102.9,2368,129.5,0.0,2498,47.88,47.77,0.00,0.00,0.00,0.00,4.35,5.18,0.00,0,141,30,57,0
163,2:36:08 PM,benvas,"",2006,3,1163,1102,0,0,0,0,105.3,2370,130.4,0.0,2501,49.07,46.49,0.00,0.00,0.00,0.00,4.44,5.22,0.00,0,140,30,56,0
164,2:37:04 PM,benvas,"",2006,3,1186,1075,0,0,0,0,113.7,2375,129.5,0.0,2504,49.93,45.28,0.00,0.00,0.00,0.00,4.79,5.17,0.00,0,141,30,56,0
165,2:38:02 PM,benvas,"",2006,3,1212,1048,0,0,0,0,121.8,2382,130.3,0.0,2512,50.87,44.02,0.00,0.00,0.00,0.00,5.12,5.19,0.00,0,141,30,56,0
166,2:46:07 PM,benvas,"",2006,0,1140,1017,0,0,0,0,93.4,2250,124.0,0.0,2374,50.66,45.19,0.00,0.00,0.00,0.00,4.15,5.22,0.00,0,141,30,110,0
167,2:47:04 PM,benvas,"",2006,0,1124,1014,0,0,0,0,111.3,2249,123.8,0.0,2373,49.97,45.08,0.00,0.00,0.00,0.00,4.95,5.22,0.00,0,148,30,56,0
168,2:48:00 PM,benvas,"",2006,0,1147,999,0,0,0,0,92.7,2239,123.3,0.0,2362,51.24,44.62,0.00,0.00,0.00,0.00,4.14,5.22,0.00,0,159,30,56,0
169,2:48:56 PM,benvas,"",2006,0,1152,1000,0,0,0,0,93.2,2245,123.7,0.0,2369,51.31,44.54,0.00,0.00,0.00,0.00,4.15,5.22,0.00,0,161,30,56,0
170,2:49:54 PM,benvas,"",2006,0,1158,998,0,0,0,0,96.4,2252,123.2,0.0,2375,51.42,44.30,0.00,0.00,0.00,0.00,4.28,5.19,0.00,0,163,30,56,0
171,2:50:50 PM,benvas,"",2006,0,1150,999,0,0,0,0,99.6,2249,123.4,0.0,2372,51.14,44.43,0.00,0.00,0.00,0.00,4.43,5.20,0.00,0,162,30,56,0
172,2:51:46 PM,benvas,"",2006,0,1163,995,0,0,0,0,99.5,2258,123.2,0.0,2381,51.50,44.09,0.00,0.00,0.00,0.00,4.41,5.17,0.00,0,160,30,56,0
173,2:52:46 PM,benvas,"",2006,0,1151,1003,0,0,0,0,102.0,2255,123.5,0.0,2379,51.01,44.47,0.00,0.00,0.00,0.00,4.52,5.19,0.00,0,160,30,60,0
174,2:54:22 PM,sol montreal,"",2006,3,1197,1060,0,0,0,0,106.7,2364,130.7,0.0,2494,50.64,44.85,0.00,0.00,0.00,0.00,4.51,5.24,0.00,0,163,30,89,0
175,2:55:19 PM,sol montreal,"",2006,3,1212,1056,0,0,0,0,106.2,2374,130.2,0.0,2504,51.05,44.48,0.00,0.00,0.00,0.00,4.47,5.20,0.00,0,168,30,57,0
176,2:56:45 PM,sol montreal,"",2006,3,1195,1058,0,0,0,0,108.4,2362,129.9,0.0,2492,50.62,44.80,0.00,0.00,0.00,0.00,4.59,5.21,0.00,0,165,30,87,0
177,2:57:42 PM,sol montreal,"",2006,3,1213,1044,0,0,0,0,105.3,2362,129.9,0.0,2492,51.33,44.21,0.00,0.00,0.00,0.00,4.46,5.21,0.00,0,166,30,56,0
178,2:58:38 PM,sol montreal,"",2006,3,1209,1055,0,0,0,0,107.4,2372,129.9,0.0,2502,50.98,44.49,0.00,0.00,0.00,0.00,4.53,5.19,0.00,0,155,30,57,0
179,2:59:35 PM,sol montreal,"",2006,3,1203,1063,0,0,0,0,128.5,2394,130.0,0.0,2524,50.24,44.39,0.00,0.00,0.00,0.00,5.37,5.15,0.00,0,144,30,56,0
180,3:00:31 PM,sol montreal,"",2006,3,1206,1056,0,0,0,0,118.7,2381,129.9,0.0,2511,50.66,44.35,0.00,0.00,0.00,0.00,4.98,5.17,0.00,0,141,30,56,0
181,3:01:28 PM,sol montreal,"",2006,3,1215,1050,0,0,0,0,104.2,2369,129.8,0.0,2499,51.27,44.33,0.00,0.00,0.00,0.00,4.40,5.19,0.00,0,140,30,56,0
182,3:09:13 PM,brodeur,"",2000,3,1880,425,0,0,0,0,57.8,2363,146.3,0.0,2509,79.55,18.00,0.00,0.00,0.00,0.00,2.45,5.83,0.00,0,142,32,83,0
183,3:10:12 PM,brodeur,"",2000,3,1862,425,0,0,0,0,59.9,2347,145.2,0.0,2492,79.34,18.11,0.00,0.00,0.00,0.00,2.55,5.83,0.00,0,143,32,58,0
184,3:41:06 PM,sol montreal,"",2006,3,1087,946,0,0,0,0,87.5,2120,118.2,0.0,2238,51.27,44.61,0.00,0.00,0.00,0.00,4.13,5.28,0.00,0,131,30,88,0
185,3:42:02 PM,sol montreal,"",2006,3,1090,941,0,0,0,0,92.0,2123,117.0,0.0,2240,51.35,44.32,0.00,0.00,0.00,0.00,4.33,5.22,0.00,0,140,30,56,0
186,3:57:26 PM,summum,"",2006,3,1196,1059,0,0,0,0,103.7,2359,128.6,0.0,2487,50.70,44.91,0.00,0.00,0.00,0.00,4.40,5.17,0.00,0,145,30,87,0
187,3:58:23 PM,summum,"",2006,3,1220,1046,0,0,0,0,110.9,2378,129.6,0.0,2507,51.33,44.01,0.00,0.00,0.00,0.00,4.66,5.17,0.00,0,146,30,57,0
188,3:59:20 PM,summum,"",2006,3,1214,1040,0,0,0,0,109.4,2363,130.1,0.0,2493,51.35,44.02,0.00,0.00,0.00,0.00,4.63,5.22,0.00,0,143,30,56,0
189,4:00:16 PM,summum,"",2006,3,1196,1064,0,0,0,0,107.8,2367,129.6,0.0,2497,50.52,44.93,0.00,0.00,0.00,0.00,4.55,5.19,0.00,0,143,30,57,0
190,4:05:38 PM,summum,"",2006,3,1202,1058,0,0,0,0,106.9,2367,129.1,0.0,2496,50.77,44.72,0.00,0.00,0.00,0.00,4.52,5.17,0.00,0,153,30,323,0
191,4:07:05 PM,summum,"",2006,3,1206,1057,0,0,0,0,104.9,2368,130.7,0.0,2498,50.94,44.63,0.00,0.00,0.00,0.00,4.43,5.23,0.00,0,154,30,87,0
192,4:48:59 PM,summum,"",2006,3,721,643,0,0,0,0,61.0,1426,78.8,0.0,1505,50.59,45.14,0.00,0.00,0.00,0.00,4.28,5.24,0.00,0,140,30,78,0
193,4:50:00 PM,summum,"",2006,3,762,630,0,0,0,0,62.1,1454,78.0,0.0,1532,52.40,43.34,0.00,0.00,0.00,0.00,4.27,5.09,0.00,0,133,30,61,0
194,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
